timestamp,round_id,crash_point
1747084109.502745,32570701,1.46
1747084120.0676355,32570731,1
1747084138.8871799,32570761,2.71
1747084157.9254744,32570782,2.8
1747084198.0963166,32570823,22.94
1747084212.2533123,32570854,1.33
1747084223.4410782,32570930,1.01
1747084253.4401023,32570960,10.45
1747084265.9658597,32570980,1.1
1747084278.423902,32571038,1.09
1747084290.6514354,32571062,1.07
1747084308.466187,32571090,2.3
1747084324.5959847,32571110,1.77
1747084347.5496721,32571147,4.86
1747084367.0959675,32571180,3.03
1747084379.9424715,32571220,1.1
1747084392.2874212,32571252,1.08
1747084425.6273878,32571280,13.99
1747084442.104807,32571302,1.87
1747084457.9188864,32571367,1.69
1747084490.3103971,32571400,12.87
1747084513.981892,32571428,5.29
1747084538.921554,32571489,6.18
1747084561.4282615,32571532,4.58
1747084588.194603,32571584,7.59
1747084602.0901518,32571627,1.28
1747084643.2809682,32571680,24.46
1747084662.9247808,32571706,3.07
1747084681.5582263,32571787,2.64
1747084698.0454624,32571820,1.88
1747084716.2988508,32571860,2.49
1747084732.6438868,32571893,1.84
1747084747.9703977,32571924,1.57
1747084769.2755604,32571959,3.88
1747084794.857092,32571992,6.64
1747084807.7648637,32572028,1.14
1747084820.5920272,32572078,1.13
1747084832.239309,32572097,1.03
1747084847.7354257,32572126,1.61
1747084858.2757351,32572151,1
1747084870.3964117,32572182,1.06
1747084892.6138024,32572202,4.4
1747084903.1563609,32572229,1
1747084913.7308493,32572269,1
1747084930.098823,32572296,1.84
1747084942.6794956,32572317,1.1
1747084970.1569152,32572347,8.14
1747084992.2434852,32572372,4.34
1747085004.048676,32572420,1.04
1747085019.2143002,32572465,1.53
1747085033.6489503,32572494,1.38
1747085046.1990814,32572524,1.1
1747085063.5736415,32572550,2.17
1747085079.2139456,32572574,1.65
1747085093.552508,32572612,1.36
1747085106.9277747,32572639,1.2
1747085121.6597035,32572668,1.44
1747085133.8802693,32572699,1.07
1747085148.6098378,32572730,1.43
1747085164.97729,32572752,1.85
1747085186.2128046,32572781,3.85
1747085206.4025905,32572814,3.33
1747085219.5312808,32572855,1.17
1747085248.492058,32572894,9.42
1747085264.2573476,32572919,1.68
1747085276.888003,32572964,1.11
1747085293.317356,32572999,1.86
1747085309.1871483,32573018,1.71
1747085333.748838,32573050,5.91
1747085349.605315,32573082,1.71
1747085369.8213558,32573128,3.33
1747085386.569495,32573158,1.97
1747085404.6655219,32573200,2.43
1747085418.0306935,32573235,1.2
1747085432.8841922,32573263,1.45
1747085445.7884989,32573294,1.14
1747085466.6720972,32573325,3.68
1747085480.4235172,32573353,1.26
1747085494.7269442,32573391,1.35
1747085519.4418488,32573418,6.02
1747085536.9889505,32573446,2.23
1747085553.2156935,32573493,1.81
1747085565.9503307,32573527,1.12
1747085594.329074,32573563,8.95
1747085608.0978112,32573587,1.26
1747085624.5485728,32573633,1.87
1747085664.3538687,32573660,22.4
1747085685.4132679,32573694,3.77
1747085700.152822,32573773,1.44
1747085717.067477,32573810,2.02
1747085736.5727253,32573837,2.8
1747085753.480843,32573878,2.01
1747085772.7215185,32573915,2.89
1747085783.242606,32573952,1
1747085794.4105327,32573985,1.01
1747085807.5534925,32574008,1.17
1747085822.8205469,32574029,1.56
1747085843.2197068,32574055,3.43
1747085882.4143145,32574079,21.55
1747085896.4051652,32574122,1.3
1747085926.0496998,32574208,10.13
1747085949.7427194,32574235,5.34
1747085967.7170088,32574295,2.38
1747085979.3441925,32574340,1.03
1747085992.92066,32574378,1.23
1747086005.3566232,32574401,1.09
1747086027.7084694,32574429,4.45
1747086063.1474588,32574451,16.51
1747086087.760445,32574498,5.96
1747086115.7285354,32574573,8.61
1747086128.0488222,32574624,1.08
1747086147.8474545,32574682,3.14
1747086165.643321,32574703,2.32
1747086177.0818622,32574750,1.02
1747086196.7894714,32574786,3.1
1747086215.2207315,32574809,2.56
1747086236.7477725,32574852,3.99
1747086251.4350371,32574883,1.43
1747086266.3615866,32574919,1.48
1747086284.0276937,32574950,2.26
1747086299.5804527,32574979,1.63
1747086314.455342,32575015,1.47
1747086338.1810696,32575045,5.35
1747086358.3192902,32575076,3.31
1747086371.5404994,32575122,1.18
1747086416.5796032,32575160,30.75
1747086430.3802383,32575186,1.27
1747086444.0309336,32575274,1.24
1747086460.473105,32575301,1.87
1747086481.373266,32575327,3.68
1747086495.5324037,32575359,1.33
1747086506.0733705,32575401,1
1747086520.8115113,32575430,1.44
1747086543.375982,32575449,4.62
1747086562.7538614,32575479,2.95
1747086578.5502784,32575521,1.69
1747086612.3530288,32575560,14.52
1747086624.300651,32575591,1.05
1747086656.7524824,32575653,12.98
1747086672.3585732,32575678,1.64
1747086682.9062643,32575739,1
1747086693.465913,32575772,1
1747086713.1471682,32575792,3.09
1747086730.6283312,32575814,2.2
1747086745.4685829,32575855,1.46
1747086758.534252,32575889,1.16
1747086773.0463238,32575917,1.39
1747086792.0112135,32575941,2.77
1747086820.2016833,32575972,8.78
1747086841.423271,32576010,3.85
1747086857.2453487,32576066,1.7
1747086870.55995,32576104,1.19
1747086894.6120982,32576139,5.57
1747086918.9473147,32576166,5.77
1747086934.0353906,32576211,1.52
1747086948.4264898,32576258,1.37
1747086962.426379,32576286,1.3
1747086978.968768,32576313,1.9
1747086998.215906,32576336,2.89
1747087015.4808204,32576369,2.13
1747087032.412356,32576410,2.02
1747087051.4369261,32576446,2.8
1747087074.387285,32576478,4.85
1747087084.9242287,32576517,1
1747087102.0173938,32576562,2.07
1747087116.1440225,32576580,1.32
1747087135.0147798,32576612,2.73
1747087152.1509814,32576643,2.09
1747087162.7052734,32576679,1
1747087178.0549402,32576713,1.58
1747087189.5136385,32576735,1.02
1747087208.5688307,32576764,2.81
1747087237.2568927,32576787,9.25
1747087252.1008234,32576825,1.46
1747087268.2316906,32576880,1.61
1747087281.1297965,32576910,1.14
1747087292.9242082,32576941,1.04
1747087307.9464777,32576959,1.5
1747087321.071178,32576980,1.17
1747087337.4878943,32577008,1.86
1747087351.985326,32577033,1.39
1747087369.3701677,32577066,2.17
1747087384.4937747,32577096,1.53
1747087398.2614598,32577130,1.26
1747087419.1639252,32577163,3.69
1747087446.021619,32577191,7.66
1747087488.5665975,32577226,26.47
1747087503.338947,32577276,1.45
1747087516.7133524,32577362,1.2
1747087531.5448499,32577393,1.46
1747087545.875811,32577420,1.36
1747087579.6624498,32577449,14.44
1747087591.2781672,32577478,1.03
1747087603.3738766,32577539,1.06
1747087626.0665295,32577566,4.69
1747087642.9517727,32577584,2.01
1747087680.5850441,32577630,19.36
1747087697.8399358,32577664,2.13
1747087712.628835,32577743,1.45
1747087725.6983278,32577778,1.16
1747087746.510721,32577805,3.64
1747087763.2632885,32577831,1.97
1747087791.28345,32577869,8.64
1747087807.3910213,32577900,1.78
1747087821.974231,32577955,1.41
1747087852.1109247,32577987,10.57
1747087871.679897,32578013,3.04
1747087891.3083217,32578074,3.07
1747087910.3613238,32578110,2.82
1747087921.795461,32578150,1.02
1747087934.9533007,32578182,1.17
1747087976.0693505,32578206,24.41
1747087988.6905484,32578228,1.11
1747088002.8250265,32578303,1.32
1747088016.057496,32578328,1.18
1747088029.3495176,32578360,1.19
1747088048.3771918,32578387,2.8
1747088085.2383926,32578411,18.34
1747088103.6447966,32578445,2.55
1747088118.0398245,32578512,1.37
1747088138.58541,32578549,3.5
1747088151.570814,32578578,1.15
1747088163.5194829,32578620,1.05
1747088180.8472848,32578644,2.15
1747088193.8239872,32578667,1.15
1747088209.3819895,32578702,1.63
1747088223.1657107,32578725,1.26
1747088237.9990008,32578751,1.46
1747088258.7588453,32578781,3.61
1747088273.4258497,32578809,1.43
1747088287.9624982,32578850,1.4
1747088301.6978092,32578885,1.25
1747088314.9308846,32578911,1.18
1747088335.7465034,32578941,3.65
1747088347.7032928,32578970,1.05
1747088365.7647047,32579007,2.41
1747088382.8880727,32579036,2.07
1747088393.4145753,32579063,1
1747088405.850072,32579095,1.09
1747088422.5159004,32579119,1.94
1747088437.8569155,32579144,1.58
1747088455.406497,32579178,2.2
1747088472.0378366,32579208,1.93
1747088490.3782554,32579245,2.52
1747088508.4862888,32579278,2.44
1747088526.1510003,32579312,2.27
1747088540.634427,32579349,1.39
1747088563.162276,32579380,4.6
1747088582.007566,32579410,2.73
1747088594.7145743,32579457,1.12
1747088609.811222,32579491,1.52
1747088623.445584,32579519,1.24
1747088645.9626696,32579544,4.6
1747088678.9077394,32579571,13.57
1747088699.6899831,32579617,3.63
1747088717.8255644,32579681,2.45
1747088731.5123134,32579725,1.24
1747088754.7187421,32579759,5.02
1747088775.4772754,32579786,3.62
1747088802.2403498,32579830,7.59
1747088819.2753072,32579873,2.06
1747088834.8363326,32579926,1.63
1747088853.1357746,32579961,2.51
1747088864.77723,32579992,1.03
1747088878.418063,32580028,1.24
1747088891.639481,32580049,1.18
1747088922.7752948,32580074,11.61
1747088938.1068106,32580099,1.58
1747088954.974645,32580161,2
1747088973.5872521,32580189,2.63
1747088988.6378472,32580221,1.51
1747089004.0773432,32580258,1.6
1747089019.8364775,32580291,1.68
1747089034.8532393,32580316,1.5
1747089047.391045,32580352,1.1
1747089060.9652338,32580384,1.23
1747089078.2412212,32580417,2.14
1747089095.8984957,32580445,2.26
1747089111.5736132,32580479,1.67
1747089128.394492,32580514,1.99
1747089144.015175,32580548,1.65
1747089162.7424855,32580579,2.68
1747089179.991412,32580612,2.13
1747089205.5975933,32580648,6.69
1747089236.4990895,32580681,11.38
1747089250.5405388,32580738,1.31
1747089263.088674,32580793,1.1
1747089277.7015886,32580821,1.41
1747089290.3115819,32580838,1.11
1747089305.734942,32580873,1.6
1747089317.5451713,32580895,1.04
1747089335.170952,32580928,2.26
1747089362.8648157,32580955,8.35
1747089373.3973582,32580989,1
1747089389.9332216,32581038,1.9
1747089407.7535858,32581062,2.33
1747089426.9044876,32581095,2.86
1747089473.4027882,32581127,33.36
1747089486.4646733,32581166,1.16
1747089506.917835,32581254,3.16
1747089522.4232807,32581278,1.62
1747089540.2077239,32581313,2.31
1747089553.560559,32581346,1.2
1747089569.6632812,32581385,1.78
1747089616.6777818,32581407,34.27
1747089635.0417407,32581438,2.53
1747089655.2516725,32581528,3.35
1747089667.5658717,32581562,1.08
1747089681.3962321,32581605,1.27
1747089692.8251739,32581629,1.02
1747089739.5606296,32581659,33.78
1747089756.734247,32581677,2.11
1747089796.4774172,32581773,22.36
1747089825.7705894,32581805,9.8
1747089837.7014804,32581874,1.04
1747089857.3415148,32581929,3.04
1747089876.399938,32581953,2.82
1747089894.7348044,32581989,2.52
1747089911.7986963,32582028,2.07
1747089929.824757,32582062,2.4
1747089946.7095792,32582092,2.01
1747089961.5464547,32582130,1.46
1747089982.9093158,32582165,3.94
1747090001.0124776,32582192,2.44
1747090016.1828628,32582235,1.54
1747090030.6091075,32582270,1.38
1747090060.0982082,32582298,9.98
1747090085.2107882,32582326,6.33
1747090099.786032,32582386,1.41
1747090138.4179764,32582429,20.72
1747090152.4296136,32582461,1.3
1747090170.6374955,32582529,2.47
1747090185.631665,32582559,1.5
1747090202.5988762,32582594,2.02
1747090248.5804982,32582620,32.41
1747090273.766051,32582657,6.37
1747090295.0183485,32582744,3.87
1747090311.9602616,32582794,2.03
1747090337.937642,32582839,6.96
1747090354.3399227,32582871,1.86
1747090366.7977614,32582922,1.09
1747090381.6703455,32582954,1.47
1747090400.5120606,32582983,2.72
1747090418.0200872,32583008,2.22
1747090435.2635581,32583047,2.12
1747090452.4670699,32583082,2.11
1747090482.910238,32583117,10.9
1747090500.0115886,32583145,2.08
1747090518.013775,32583208,2.39
1747090534.64502,32583240,1.93
1747090559.0607884,32583276,5.81
1747090570.4816308,32583311,1.02
1747090594.4499435,32583362,5.51
1747090615.1936455,32583386,3.61
1747090637.4380298,32583426,4.43
1747090660.025483,32583468,4.64
1747090684.5360966,32583507,5.89
1747090715.3463807,32583554,11.29
1747090730.2990818,32583600,1.49
1747090771.644104,32583657,24.7
1747090787.0546346,32583684,1.6
1747090802.3047214,32583765,1.54
1747090821.70382,32583799,2.96
1747090849.91462,32583828,8.81
1747090865.8434124,32583864,1.73
1747090878.579869,32583913,1.12
1747090889.1230147,32583938,1
1747090904.2758567,32583967,1.53
1747090925.3274655,32583987,3.76
1747090943.458666,32584017,2.45
1747090968.4756873,32584056,6.24
1747090981.691904,32584085,1.18
1747091004.4165673,32584141,4.57
1747091046.9077387,32584164,26.52
1747091081.9049344,32584209,15.97
1747091097.4250512,32584290,1.62
1747091115.0409222,32584358,2.25
1747091134.5993614,32584388,3.03
1747091180.8043866,32584419,32.8
1747091199.2872148,32584459,2.59
1747091213.2424545,32584538,1.29
1747091229.4926136,32584573,1.82
1747091248.8403933,32584598,2.94
1747091261.480827,32584627,1.11
1747091274.3260672,32584665,1.13
1747091287.492599,32584695,1.17
1747091305.981535,32584718,2.58
1747091321.0782921,32584746,1.52
1747091344.2319787,32584781,4.98
1747091371.695874,32584814,8.18
1747091383.7930036,32584857,1.06
1747091398.0166867,32584913,1.34
1747091413.7727168,32584940,1.68
1747091432.9620998,32584968,2.87
1747091449.2898326,32584997,1.84
1747091461.786061,32585034,1.09
1747091478.3449652,32585062,1.9
1747091498.2239225,32585091,3.18
1747091514.566991,32585126,1.84
1747091533.5185397,32585165,2.75
1747091558.010069,32585193,5.86
1747091580.7159646,32585231,4.71
1747091597.729971,32585277,2.05
1747091620.4329453,32585318,4.7
1747091634.5006006,32585349,1.31
1747091653.9856648,32585389,2.99
1747091667.1717207,32585421,1.17
1747091688.7529233,32585455,4.05
1747091708.0667803,32585482,2.93
1747091721.056397,32585522,1.15
1747091740.4520466,32585554,2.96
1747091753.8225927,32585581,1.2
1747091783.1887815,32585620,9.85
1747091799.9344418,32585644,1.97
1747091811.7302754,32585700,1.04
1747091828.131932,32585731,1.86
1747091842.197518,32585755,1.31
1747091856.858235,32585784,1.42
1747091876.2288501,32585816,2.95
1747091896.21554,32585846,3.23
1747091907.860174,32585883,1.03
1747091923.2999406,32585923,1.6
1747091936.0571938,32585945,1.12
1747091952.149753,32585974,1.77
1747091966.8316252,32585998,1.41
1747091986.406559,32586030,3.04
1747092006.1592019,32586058,3.13
1747092020.4988637,32586101,1.36
1747092059.0067508,32586138,20.56
1747092076.9410696,32586166,2.37
1747092099.3643794,32586242,4.53
1747092110.523752,32586280,1.01
1747092133.6593745,32586323,4.96
1747092149.6603281,32586346,1.75
1747092165.4669483,32586388,1.69
1747092206.3045893,32586422,23.94
1747092219.657935,32586454,1.2
1747092234.6396806,32586536,1.49
1747092265.5653765,32586565,11.37
1747092298.5789478,32586593,13.63
1747092317.2887542,32586651,2.67
1747092348.2086194,32586712,11.38
1747092358.7378142,32586746,1
1747092373.380706,32586815,1.41
1747092391.4624689,32586839,2.42
1747092432.5212262,32586869,24.26
1747092451.5494146,32586905,2.81
1747092465.3737602,32586987,1.27
1747092488.8433006,32587015,5.17
1747092517.4710376,32587044,9.2
1747092537.2314715,32587091,3.13
1747092553.8273606,32587146,1.92
1747092566.8187702,32587184,1.15
1747092595.68695,32587217,9.39
1747092614.5274282,32587243,2.73
1747092634.4127884,32587303,3.18
1747092650.7577097,32587345,1.84
1747092661.938584,32587379,1.01
1747092673.3879354,32587418,1.02
1747092686.6890125,32587438,1.19
1747092700.579742,32587460,1.28
1747092720.8579357,32587490,3.37
1747092739.8347354,32587519,2.77
1747092758.1013768,32587555,2.49
1747092775.545595,32587587,2.19
1747092795.238102,32587627,3.1
1747092813.2636802,32587662,2.4
1747092827.70757,32587702,1.36
1747092842.5176687,32587739,1.48
1747092858.9651525,32587770,1.87
1747092880.9694376,32587799,4.28
1747092895.0307002,32587833,1.31
1747092914.1279445,32587876,2.82
1747092934.4804943,32587902,3.41
1747092949.792898,32587937,1.57
1747092963.5056195,32587976,1.25
1747092974.0524564,32588004,1
1747092986.6953313,32588033,1.11
1747093012.9339333,32588055,7.15
1747093027.7011583,32588077,1.44
1747093059.7349644,32588121,12.6
1747093073.6158226,32588152,1.28
1747093089.8465044,32588208,1.81
1747093105.5312407,32588234,1.66
1747093118.8277836,32588263,1.19
1747093139.0096982,32588296,3.32
1747093156.6015053,32588324,2.25
1747093184.1998305,32588364,8.27
1747093197.4086366,32588399,1.18
1747093212.936584,32588447,1.62
1747093224.7430363,32588474,1.04
1747093241.2089803,32588508,1.88
1747093255.9630795,32588532,1.44
1747093280.0388374,32588562,5.58
1747093295.043494,32588591,1.5
1747093315.6605275,32588639,3.54
1747093329.9840767,32588669,1.36
1747093345.2766228,32588707,1.56
1747093358.8665862,32588734,1.23
1747093372.005859,32588763,1.17
1747093394.1332242,32588794,4.35
1747093412.4844506,32588817,2.53
1747093437.429153,32588860,6.2
1747093469.7665575,32588899,12.89
1747093484.6774037,32588938,1.48
1747093497.2173042,32589004,1.1
1747093519.1903539,32589034,4.25
1747093538.6899426,32589058,3.01
1747093551.983265,32589093,1.19
1747093592.3077502,32589130,23.17
1747093606.0524035,32589159,1.26
1747093621.0634813,32589237,1.5
1747093643.4678795,32589262,4.51
1747093659.4011424,32589288,1.73
1747093679.7616482,32589335,3.4
1747093691.970788,32589362,1.07
1747093702.568165,32589409,1
1747093718.6705573,32589434,1.77
1747093735.1453915,32589461,1.88
1747093756.3425808,32589486,3.84
1747093770.4424906,32589521,1.32
1747093785.0746937,32589559,1.41
1747093807.7068927,32589589,4.61
1747093820.338773,32589614,1.12
1747093834.157387,32589659,1.27
1747093848.603285,32589680,1.38
1747093866.2052054,32589711,2.25
1747093884.3845565,32589745,2.46
1747093894.933592,32589776,1
1747093929.9895728,32589808,16.03
1747093944.8550894,32589829,1.47
1747093957.5149858,32589893,1.11
1747093975.0045042,32589922,2.2
1747093992.34181,32589946,2.16
1747094014.0908232,32589984,4.15
1747094040.9059038,32590019,7.63
1747094056.6895666,32590060,1.69
1747094069.6796227,32590108,1.15
1747094108.1961865,32590137,20.57
1747094140.2397234,32590159,12.57
1747094151.8758075,32590236,1.03
1747094164.510912,32590303,1.11
1747094178.0787218,32590327,1.23
1747094191.659469,32590351,1.23
1747094227.9190884,32590381,17.54
1747094247.8002894,32590405,3.19
1747094270.5453107,32590475,4.72
1747094283.16726,32590512,1.11
1747094297.562073,32590556,1.37
1747094311.3720403,32590589,1.26
1747094340.8506505,32590611,9.97
1747094351.38346,32590641,1
1747094369.0733125,32590689,2.28
1747094379.6091888,32590711,1
1747094402.009054,32590743,4.51
1747094419.5811992,32590767,2.24
1747094433.1767657,32590808,1.23
1747094448.8199863,32590849,1.65
1747094470.2266915,32590876,3.95
1747094485.3107703,32590911,1.51
1747094500.9196894,32590957,1.65
1747094524.5566049,32590984,5.29
1747094560.5555027,32591013,17.2
1747094580.5076525,32591056,3.21
1747094595.087635,32591127,1.41
1747094608.2387433,32591167,1.17
1747094624.5716388,32591196,1.84
1747094637.1030405,32591221,1.1
1747094649.8476906,32591253,1.12
1747094660.3966038,32591278,1
1747094698.147385,32591300,19.48
1747094718.140676,32591320,3.24
1747094738.6035154,32591391,3.47
1747094758.3370597,32591428,3.12
1747094768.859907,32591469,1
1747094788.157471,32591504,2.92
1747094805.746245,32591528,2.24
1747094820.634539,32591562,1.47
1747094843.1879544,32591597,4.61
1747094854.992516,32591630,1.04
1747094871.0785017,32591671,1.77
1747094888.8913758,32591697,2.32
1747094902.1863637,32591725,1.19
1747094913.350573,32591759,1.01
1747094927.3370981,32591789,1.3
1747094942.752453,32591811,1.59
1747094958.2225168,32591841,1.61
1747094974.6756692,32591873,1.88
1747094989.9354901,32591901,1.56
1747095004.7532556,32591929,1.46
1747095022.71377,32591960,2.38
1747095040.0501966,32591993,2.16
1747095080.24009,32592027,22.48
1747095093.9206204,32592056,1.25
1747095114.2923017,32592135,3.41
1747095132.6182587,32592159,2.52
1747095149.238281,32592201,1.91
1747095166.4665692,32592236,2.12
1747095183.0686293,32592271,1.92
1747095196.699353,32592297,1.24
1747095210.069628,32592331,1.2
1747095220.6061766,32592358,1
1747095234.485374,32592385,1.28
1747095253.9462812,32592404,2.99
1747095273.325238,32592434,2.96
1747095298.0280678,32592473,6.03
1747095310.7464142,32592513,1.12
1747095327.5751987,32592557,1.99
1747095340.6314986,32592584,1.16
1747095363.4528036,32592612,4.77
1747095375.529307,32592638,1.06
1747095405.7170067,32592680,10.64
1747095423.5932264,32592705,2.35
1747095447.1475878,32592765,5.24
1747095486.0565577,32592795,21.13
1747095497.8512626,32592838,1.04
1747095516.1668556,32592909,2.51
1747095537.231584,32592934,3.78
1747095549.560482,32592973,1.08
1747095571.4772089,32593015,4.23
1747095612.455963,32593044,24.18
1747095630.0175047,32593083,2.24
1747095648.576605,32593154,2.6
1747095670.8237982,32593190,4.43
1747095711.230044,32593226,23.33
1747095738.5740623,32593267,8.07
1747095751.6397476,32593346,1.16
1747095791.3500624,32593402,22.28
1747095801.8709552,32593424,1
1747095816.8023727,32593500,1.48
1747095830.3798344,32593520,1.23
1747095845.6646676,32593553,1.56
1747095861.85661,32593577,1.8
1747095887.002171,32593610,6.33
1747095902.9862435,32593640,1.74
1747095916.7047608,32593687,1.25
1747095939.8434474,32593720,4.96
1747095954.8379767,32593748,1.5
1747095979.0810173,32593790,5.69
1747095998.9258919,32593825,3.17
1747096010.5615065,32593872,1.03
1747096028.2286358,32593910,2.27
1747096042.3920016,32593933,1.31
1747096063.8393292,32593972,3.96
1747096078.153884,32593998,1.35
1747096099.7259483,32594041,4.03
1747096135.1927328,32594070,16.54
1747096154.454859,32594109,2.9
1747096172.20292,32594173,2.3
1747096187.2083921,32594206,1.5
1747096204.1395802,32594241,2.02
1747096217.7006671,32594274,1.21
1747096231.6507673,32594309,1.31
1747096246.24341,32594335,1.41
1747096284.8843799,32594358,20.75
1747096300.5117688,32594387,1.65
1747096323.4151833,32594458,4.82
1747096340.8344748,32594490,2.19
1747096357.1831944,32594540,1.84
1747096378.4186938,32594571,3.85
1747096398.027855,32594603,3.06
1747096412.3149304,32594639,1.35
1747096427.3255491,32594679,1.5
1747096441.0240836,32594706,1.25
1747096456.4199584,32594734,1.59
1747096469.719394,32594762,1.19
1747096482.2570894,32594800,1.1
1747096502.8915288,32594822,3.55
1747096517.8458803,32594850,1.49
1747096542.432639,32594887,5.93
1747096557.208998,32594923,1.45
1747096599.7963052,32594977,26.68
1747096618.529922,32595008,2.69
1747096634.399007,32595086,1.71
1747096648.832017,32595126,1.38
1747096663.0679538,32595159,1.34
1747096687.172344,32595188,5.6
1747096699.6943884,32595215,1.1
1747096729.5180302,32595264,10.29
1747096744.297919,32595290,1.45
1747096759.0765321,32595351,1.45
1747096776.1937299,32595380,2.08
1747096794.0305936,32595410,2.33
1747096810.2933295,32595438,1.82
1747096827.3958082,32595472,2.08
1747096842.091562,32595511,1.43
1747096865.257798,32595547,4.99
1747096880.3933563,32595578,1.53
1747096895.3318057,32595626,1.48
1747096905.877094,32595653,1
1747096920.2675812,32595680,1.37
1747096944.724957,32595701,5.83
1747096969.282944,32595726,5.92
1747096988.2708573,32595769,2.79
1747097006.1974833,32595817,2.35
1747097021.2399106,32595855,1.51
1747097046.7781734,32595891,6.63
1747097072.0896163,32595922,6.47
1747097095.0720704,32595975,4.88
1747097120.1635978,32596023,6.3
1747097136.696335,32596068,1.9
1747097150.8105395,32596114,1.32
1747097166.3335674,32596143,1.62
1747097182.4355524,32596167,1.77
1747097196.0627384,32596198,1.24
1747097214.3810782,32596230,2.51
1747097238.2400615,32596264,5.44
1747097253.166318,32596303,1.48
1747097268.8814416,32596348,1.67
1747097280.0574052,32596384,1.01
1747097291.8698187,32596414,1.04
1747097306.8907948,32596440,1.5
1747097326.980708,32596462,3.28
1747097341.2653859,32596489,1.35
1747097360.9909234,32596535,3.11
1747097376.5770502,32596559,1.64
1747097395.590974,32596595,2.79
1747097419.6090922,32596628,5.56
1747097438.5534492,32596661,2.77
1747097462.4364486,32596703,5.46
1747097478.702087,32596735,1.82
1747097500.7686017,32596787,4.32
1747097513.33052,32596813,1.08
1747097532.611282,32596859,2.91
1747097547.242652,32596879,1.42
1747097562.2216458,32596920,1.49
1747097585.0408883,32596944,4.77
1747097598.857655,32596970,1.27
1747097624.942945,32597014,7.04
1747097645.1419172,32597047,3.34
1747097659.5740259,32597098,1.38
1747097674.894558,32597140,1.57
1747097695.152774,32597166,3.36
1747097716.9723616,32597196,4.19
1747097729.402833,32597232,1.09
1747097744.9737492,32597270,1.63
1747097757.8020985,32597298,1.13
1747097771.7747197,32597329,1.29
1747097786.5580878,32597349,1.45
1747097807.70332,32597378,3.75
1747097830.107186,32597409,4.59
1747097865.3886318,32597449,16.32
1747097882.3590443,32597494,2.04
1747097898.040438,32597553,1.66
1747097931.6977255,32597592,14.33
1747097946.2787645,32597621,1.41
1747097985.0172153,32597682,20.88
1747098002.5611746,32597709,2.23
1747098020.2886417,32597783,2.27
1747098031.4373796,32597816,1.01
1747098059.3276858,32597850,8.53
1747098073.4345162,32597876,1.32
1747098108.746522,32597926,16.32
1747098130.616552,32597957,4.22
1747098170.176047,32598026,22.07
1747098186.3179722,32598066,1.79
1747098202.6550481,32598149,1.84
1747098222.3177576,32598178,3.08
1747098235.2176158,32598214,1.14
1747098253.5835273,32598250,2.53
1747098269.7429445,32598272,1.79
1747098291.5110078,32598312,4.14
1747098303.8384843,32598347,1.08
1747098326.0074651,32598390,4.38
1747098353.1439528,32598415,7.89
1747098366.567417,32598458,1.21
1747098377.9912457,32598507,1.02
1747098389.1599903,32598532,1.01
1747098404.128302,32598555,1.49
1747098417.2701776,32598575,1.17
1747098437.1956353,32598608,3.2
1747098456.7024848,32598638,3.01
1747098467.881645,32598680,1.01
1747098482.987824,32598718,1.52
1747098496.6870863,32598733,1.25
1747098516.3757603,32598764,3.09
1747098535.197445,32598793,2.72
1747098554.9300532,32598829,3.11
1747098569.2926347,32598868,1.37
1747098603.770431,32598906,15.32
1747098614.3016522,32598932,1
1747098630.8036668,32599003,1.89
1747098660.4006183,32599026,10.07
1747098689.2180536,32599058,9.36
1747098709.319449,32599117,3.29
1747098748.1823728,32599181,21.07
1747098772.959194,32599223,6.08
1747098791.7275417,32599291,2.7
1747098809.806211,32599336,2.42
1747098832.818476,32599372,4.9
1747098856.594344,32599410,5.39
1747098870.751391,32599455,1.33
1747098887.9897344,32599499,2.12
1747098901.094055,32599530,1.16
1747098912.2772028,32599568,1.01
1747098927.757538,32599591,1.61
1747098960.951226,32599617,13.82
1747098975.76986,32599650,1.46
1747098992.5984266,32599707,1.99
1747099010.9684913,32599742,2.53
1747099024.5477118,32599773,1.22
1747099038.1324778,32599805,1.24
1747099069.7454267,32599834,12.09
1747099090.0416117,32599864,3.39
1747099109.7506864,32599926,3.11
1747099121.9904146,32599961,1.07
1747099136.219322,32600002,1.34
1747099146.740844,32600029,1
1747099157.2885127,32600060,1
1747099170.6645908,32600082,1.2
1747099209.3108597,32600102,20.75
1747099222.9480858,32600129,1.24
1747099242.1224813,32600200,2.86
1747099262.9775445,32600229,3.67
1747099278.537475,32600262,1.63
1747099296.887963,32600306,2.52
1747099317.388473,32600340,3.48
1747099330.8115954,32600375,1.21
1747099345.4096394,32600411,1.41
1747099360.5383992,32600440,1.53
1747099371.966863,32600466,1.02
1747099384.0655344,32600501,1.06
1747099396.3955984,32600521,1.08
1747099416.6763816,32600544,3.37
1747099432.152307,32600572,1.61
1747099443.9561298,32600612,1.04
1747099455.3961997,32600635,1.02
1747099469.4596567,32600663,1.31
1747099489.0593774,32600682,3.06
1747099503.541933,32600713,1.39
1747099517.4297647,32600749,1.28
1747099537.7733812,32600779,3.41
1747099553.4352422,32600813,1.66
1747099563.980257,32600847,1
1747099576.8663461,32600881,1.14
1747099595.5945873,32600906,2.68
1747099638.0453384,32600933,26.46
1747099663.7339218,32600963,6.75
1747099681.2772088,32601043,2.23
